id,est_id,date,extra_credit,grade,score,final_score,type
911494,56936,2005-07-27,N,A,100.0,100.0,1 - INSPECTION
911503,56936,2007-06-14,N,A,100.0,100.0,1 - INSPECTION
911514,56938,2005-02-02,N,A,100.0,100.0,1 - INSPECTION
911522,56938,2007-06-19,Y,A,100.0,102.0,1 - INSPECTION
911524,56938,2007-12-19,Y,A,100.0,102.0,1 - INSPECTION
911560,56941,2007-06-28,N,A,100.0,100.0,1 - INSPECTION
911633,56947,2008-02-11,Y,A,100.0,102.0,1 - INSPECTION
911658,56949,2007-01-11,N,A,100.0,100.0,2 - RE-INSPECTION
911661,56949,2007-12-17,N,A,100.0,100.0,1 - INSPECTION
911662,56949,2008-01-03,N,A,100.0,100.0,2 - RE-INSPECTION
911678,56952,2005-06-15,Y,A,100.0,102.0,1 - INSPECTION
911682,56952,2006-02-01,Y,A,100.0,102.0,1 - INSPECTION
911685,56952,2006-10-04,Y,A,100.0,102.0,1 - INSPECTION
911690,56953,2005-03-29,N,A,100.0,100.0,P - PERMIT
911696,56953,2006-11-08,Y,A,100.0,102.0,1 - INSPECTION
911698,56953,2007-06-04,Y,A,100.0,102.0,1 - INSPECTION
911700,56953,2007-10-17,Y,A,100.0,102.0,1 - INSPECTION
911746,56958,2006-02-07,N,A,100.0,100.0,1 - INSPECTION
911786,56962,2006-07-24,N,A,100.0,100.0,1 - INSPECTION
911787,56962,2006-11-15,N,A,100.0,100.0,1 - INSPECTION
911788,56962,2007-01-11,N,A,100.0,100.0,1 - INSPECTION
911798,56963,2006-08-08,Y,A,100.0,102.0,1 - INSPECTION
911802,56963,2008-02-15,Y,A,100.0,102.0,1 - INSPECTION
911807,56964,2005-10-21,N,A,100.0,100.0,S - STATUS CHANGE
911811,56964,2006-08-31,Y,A,100.0,102.0,1 - INSPECTION
911816,56964,2007-11-29,Y,A,100.0,102.0,1 - INSPECTION
911821,56965,2005-12-08,N,A,100.0,100.0,1 - INSPECTION
911840,56967,2007-08-28,N,A,100.0,100.0,1 - INSPECTION
911913,56974,2005-08-03,N,A,100.0,100.0,1 - INSPECTION
911916,56974,2006-06-08,Y,A,100.0,102.0,1 - INSPECTION
911919,56974,2007-01-08,N,A,100.0,100.0,1 - INSPECTION
908475,56712,2004-03-09,N,A,100.0,100.0,1 - INSPECTION
908477,56712,2004-11-30,Y,A,100.0,102.0,1 - INSPECTION
908487,56712,2007-09-04,Y,A,100.0,102.0,1 - INSPECTION
908575,56719,2004-04-22,Y,A,100.0,102.0,1 - INSPECTION
908578,56719,2005-01-19,N,A,100.0,100.0,S - STATUS CHANGE
908580,56719,2005-05-11,N,A,100.0,100.0,1 - INSPECTION
908582,56719,2005-08-31,N,A,100.0,100.0,2 - RE-INSPECTION
908585,56719,2006-03-24,N,A,100.0,100.0,1 - INSPECTION
908653,56727,2003-07-23,N,A,100.0,100.0,1 - INSPECTION
908654,56727,2003-10-15,N,A,100.0,100.0,1 - INSPECTION
908656,56727,2004-06-10,N,A,100.0,100.0,1 - INSPECTION
908659,56727,2005-03-22,N,A,100.0,100.0,1 - INSPECTION
908661,56727,2005-08-15,N,A,100.0,100.0,1 - INSPECTION
908664,56727,2006-06-21,N,A,100.0,100.0,1 - INSPECTION
908667,56727,2007-03-15,Y,A,100.0,102.0,1 - INSPECTION
908683,56730,2002-10-21,N,A,100.0,100.0,P - PERMIT
908687,56730,2003-10-16,N,A,100.0,100.0,1 - INSPECTION
908689,56730,2004-06-01,N,A,100.0,100.0,1 - INSPECTION
908695,56730,2006-02-22,N,A,100.0,100.0,1 - INSPECTION
908696,56730,2006-05-11,N,A,100.0,100.0,1 - INSPECTION
908747,56734,2002-11-26,N,A,100.0,100.0,P - PERMIT
908750,56734,2003-05-08,N,A,100.0,100.0,1 - INSPECTION
908751,56734,2003-07-15,N,A,100.0,100.0,1 - INSPECTION
908752,56734,2003-10-14,N,A,100.0,100.0,1 - INSPECTION
908756,56734,2005-01-27,N,A,100.0,100.0,1 - INSPECTION
908760,56734,2006-03-01,N,A,100.0,100.0,1 - INSPECTION
908761,56734,2006-06-08,Y,A,100.0,102.0,1 - INSPECTION
908773,56735,2003-04-10,Y,A,100.0,102.0,1 - INSPECTION
908774,56735,2003-07-14,Y,A,100.0,102.0,1 - INSPECTION
908778,56735,2004-08-12,Y,A,100.0,102.0,1 - INSPECTION
908781,56735,2005-05-10,Y,A,100.0,102.0,1 - INSPECTION
908782,56735,2005-08-16,N,A,100.0,100.0,1 - INSPECTION
908797,56738,2003-01-06,N,A,100.0,100.0,P - PERMIT
908800,56738,2003-07-22,N,A,100.0,100.0,1 - INSPECTION
908805,56738,2004-11-09,N,A,100.0,100.0,1 - INSPECTION
908807,56738,2005-05-23,N,A,100.0,100.0,1 - INSPECTION
908814,56738,2007-12-11,N,A,100.0,100.0,1 - INSPECTION
908852,56741,2003-08-21,N,A,100.0,100.0,1 - INSPECTION
908857,56741,2004-12-06,N,A,100.0,100.0,1 - INSPECTION
908862,56741,2006-07-07,N,A,100.0,100.0,1 - INSPECTION
1272123,56174,2010-06-30,Y,A,100.0,102.0,1 - INSPECTION
1272343,56670,2010-06-30,Y,A,95.0,97.0,1 - INSPECTION
1272517,58125,2010-07-01,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1272522,56380,2010-07-01,N,A,99.0,99.0,1 - INSPECTION
1272594,56730,2010-06-30,Y,A,94.0,96.0,1 - INSPECTION
1272610,57657,2010-07-01,N,A,97.0,97.0,1 - INSPECTION
1272616,58301,2010-07-01,N,A,97.0,97.0,1 - INSPECTION
1272623,57656,2010-07-01,N,A,97.0,97.0,1 - INSPECTION
1272627,56453,2010-07-01,Y,A,97.0,99.0,1 - INSPECTION
1272753,57825,2010-07-02,N,A,98.0,98.0,1 - INSPECTION
1272754,56967,2010-07-02,Y,A,98.0,100.0,1 - INSPECTION
1272773,57711,2010-07-02,N,A,97.0,97.0,1 - INSPECTION
1272932,56177,2010-07-02,Y,A,96.0,98.0,1 - INSPECTION
1272971,56727,2010-07-06,N,,,,CVV - CRITICAL VIOLATION VISIT
1272974,57118,2010-07-06,N,A,91.0,91.0,1 - INSPECTION
1272979,61880,2010-07-06,N,,,,CVV - CRITICAL VIOLATION VISIT
1290479,58330,2010-07-06,N,A,97.0,97.0,1 - INSPECTION
1290631,55725,2010-07-06,Y,A,96.0,98.0,1 - INSPECTION
1290637,57789,2010-07-06,Y,A,99.0,101.0,1 - INSPECTION
1290657,56962,2010-07-08,N,A,98.0,98.0,1 - INSPECTION
1290669,57029,2010-07-01,N,A,97.0,97.0,1 - INSPECTION
1291058,57688,2010-07-12,N,A,94.0,94.0,1 - INSPECTION
1291256,58369,2010-07-13,N,A,91.0,91.0,1 - INSPECTION
1291373,56172,2010-07-13,Y,A,97.0,99.0,1 - INSPECTION
1291410,80693,2010-07-14,N,A,95.0,95.0,1 - INSPECTION
1291418,63621,2010-07-13,Y,A,95.0,97.0,1 - INSPECTION
1291520,55827,2010-07-14,Y,A,97.0,99.0,1 - INSPECTION
1291522,56599,2010-07-14,N,A,98.0,98.0,1 - INSPECTION
1291739,56436,2010-07-14,N,A,96.0,96.0,1 - INSPECTION
1291741,57278,2010-07-14,Y,A,96.0,98.0,1 - INSPECTION
1291820,56336,2010-07-16,N,,,,CVV - CRITICAL VIOLATION VISIT
1291824,69731,2010-07-16,N,A,100.0,100.0,1 - INSPECTION
1292016,81078,2010-07-19,N,B,86.0,86.0,1 - INSPECTION
1292024,56398,2010-07-19,Y,A,99.0,101.0,1 - INSPECTION
1292076,57125,2010-07-15,Y,A,96.0,98.0,1 - INSPECTION
1292158,58077,2010-07-19,N,A,96.0,96.0,1 - INSPECTION
1292354,56550,2010-07-14,N,A,97.0,97.0,1 - INSPECTION
1292355,56642,2010-07-12,Y,A,99.0,101.0,1 - INSPECTION
1292460,57548,2010-07-20,N,A,97.0,97.0,1 - INSPECTION
1292466,82858,2010-07-19,N,,,,P - PERMIT
1292533,82879,2010-07-19,N,,,,P - PERMIT
1292724,58067,2010-07-21,N,A,98.0,98.0,1 - INSPECTION
1292918,56992,2010-07-21,Y,A,98.0,100.0,1 - INSPECTION
1292989,57720,2010-07-22,N,A,97.0,97.0,1 - INSPECTION
1293068,56897,2010-07-23,N,A,99.0,99.0,1 - INSPECTION
1293143,81078,2010-07-23,N,,,,CVV - CRITICAL VIOLATION VISIT
1293144,56806,2010-07-23,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1293146,56002,2010-07-23,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
881654,55473,2002-01-31,Y,A,100.0,102.0,1 - INSPECTION
881656,55473,2002-08-12,Y,A,100.0,102.0,1 - INSPECTION
881670,55473,2006-10-23,Y,A,100.0,102.0,1 - INSPECTION
881712,55474,2001-10-23,Y,A,100.0,102.0,1 - INSPECTION
881715,55474,2002-07-02,Y,A,100.0,102.0,1 - INSPECTION
881717,55474,2003-02-26,Y,A,100.0,102.0,1 - INSPECTION
881722,55474,2004-04-03,Y,A,100.0,102.0,1 - INSPECTION
881791,55475,2004-09-09,Y,A,100.0,102.0,1 - INSPECTION
881797,55475,2006-01-09,Y,A,100.0,102.0,1 - INSPECTION
881798,55475,2006-04-25,Y,A,100.0,102.0,1 - INSPECTION
881802,55475,2007-04-23,Y,A,100.0,102.0,1 - INSPECTION
881804,55475,2007-10-04,Y,A,100.0,102.0,1 - INSPECTION
881805,55475,2008-02-13,N,A,100.0,100.0,1 - INSPECTION
882012,55481,2002-09-26,N,A,100.0,100.0,1 - INSPECTION
882014,55481,2003-08-05,N,A,100.0,100.0,1 - INSPECTION
882015,55481,2003-10-14,N,A,100.0,100.0,1 - INSPECTION
882018,55481,2004-08-03,N,A,100.0,100.0,1 - INSPECTION
882021,55481,2005-09-27,N,A,100.0,100.0,1 - INSPECTION
882022,55481,2005-12-28,N,A,100.0,100.0,S - STATUS CHANGE
882024,55481,2006-09-29,N,A,100.0,100.0,1 - INSPECTION
882025,55481,2007-02-07,Y,A,100.0,102.0,1 - INSPECTION
881207,55461,2000-02-09,N,A,100.0,100.0,1 - INSPECTION
881212,55461,2001-04-23,N,A,100.0,100.0,1 - INSPECTION
881221,55461,2004-01-20,N,A,100.0,100.0,1 - INSPECTION
881222,55461,2004-06-07,N,A,100.0,100.0,1 - INSPECTION
881230,55461,2006-06-13,N,A,100.0,100.0,1 - INSPECTION
881392,55468,2002-07-01,Y,A,100.0,102.0,1 - INSPECTION
881401,55468,2004-10-14,N,A,100.0,100.0,1 - INSPECTION
881410,55468,2007-01-10,Y,A,100.0,102.0,1 - INSPECTION
881464,55470,2000-10-04,Y,A,100.0,102.0,1 - INSPECTION
881474,55470,2003-09-16,Y,A,100.0,102.0,1 - INSPECTION
881476,55470,2004-02-10,Y,A,100.0,102.0,1 - INSPECTION
881478,55470,2004-08-20,Y,A,100.0,102.0,1 - INSPECTION
881484,55470,2006-01-09,Y,A,100.0,102.0,1 - INSPECTION
881485,55470,2006-04-24,Y,A,100.0,102.0,1 - INSPECTION
881491,55470,2007-10-30,N,A,100.0,100.0,1 - INSPECTION
881538,55471,2002-11-22,Y,A,100.0,102.0,1 - INSPECTION
881547,55471,2005-09-08,Y,A,100.0,102.0,1 - INSPECTION
881549,55471,2006-03-07,Y,A,100.0,102.0,1 - INSPECTION
881589,55472,2000-05-16,Y,A,100.0,102.0,1 - INSPECTION
912003,56982,2006-11-02,N,A,100.0,100.0,1 - INSPECTION
912027,56985,2005-08-01,N,A,100.0,100.0,P - PERMIT
912032,56985,2006-11-28,Y,A,100.0,102.0,1 - INSPECTION
912033,56985,2007-02-27,Y,A,100.0,102.0,1 - INSPECTION
912043,56987,2005-09-16,N,A,100.0,100.0,P - PERMIT
912044,56987,2005-10-06,N,A,100.0,100.0,1 - INSPECTION
912047,56987,2006-08-17,N,A,100.0,100.0,1 - INSPECTION
912048,56987,2006-11-01,N,A,100.0,100.0,1 - INSPECTION
912067,56989,2006-03-21,Y,A,100.0,102.0,1 - INSPECTION
912071,56989,2007-03-28,Y,A,100.0,102.0,1 - INSPECTION
912092,56992,2005-09-29,N,A,100.0,100.0,P - PERMIT
912095,56992,2006-06-01,Y,A,100.0,102.0,1 - INSPECTION
912096,56992,2006-09-11,N,A,100.0,100.0,1 - INSPECTION
912100,56992,2008-01-07,Y,A,100.0,102.0,1 - INSPECTION
912103,56993,2006-03-10,N,A,100.0,100.0,1 - INSPECTION
912107,56993,2007-02-22,N,A,100.0,100.0,1 - INSPECTION
912113,56994,2006-03-23,N,A,100.0,100.0,1 - INSPECTION
912116,56994,2006-11-16,N,A,100.0,100.0,1 - INSPECTION
912118,56994,2007-04-14,N,A,100.0,100.0,1 - INSPECTION
912170,57000,2006-08-03,Y,A,100.0,102.0,1 - INSPECTION
912175,57000,2008-01-09,Y,A,100.0,102.0,1 - INSPECTION
912195,57003,2006-05-23,N,A,100.0,100.0,1 - INSPECTION
912197,57003,2006-11-21,N,A,100.0,100.0,1 - INSPECTION
912210,57005,2005-12-22,N,A,100.0,100.0,P - PERMIT
912228,57007,2005-12-12,N,A,100.0,100.0,P - PERMIT
912230,57007,2006-02-17,Y,A,100.0,102.0,1 - INSPECTION
912235,57007,2007-04-12,Y,A,100.0,102.0,1 - INSPECTION
912263,57010,2007-08-22,N,A,100.0,100.0,1 - INSPECTION
912265,57010,2008-03-26,N,A,100.0,100.0,1 - INSPECTION
912270,57011,2006-10-17,Y,A,100.0,102.0,1 - INSPECTION
912272,57011,2007-06-25,Y,A,100.0,102.0,1 - INSPECTION
912273,57011,2007-09-11,Y,A,100.0,102.0,1 - INSPECTION
912276,57012,2006-01-12,N,A,100.0,100.0,P - PERMIT
912279,57012,2006-08-03,Y,A,100.0,102.0,1 - INSPECTION
912286,57013,2006-01-16,N,A,100.0,100.0,P - PERMIT
912295,57013,2008-03-24,N,A,100.0,100.0,1 - INSPECTION
912317,57017,2006-05-18,N,A,100.0,100.0,1 - INSPECTION
912321,57017,2007-04-25,N,A,100.0,100.0,1 - INSPECTION
912324,57017,2008-02-13,N,A,100.0,100.0,1 - INSPECTION
912365,57023,2007-03-29,Y,A,100.0,102.0,1 - INSPECTION
908902,56744,2003-04-23,N,A,100.0,100.0,1 - INSPECTION
908903,56744,2003-10-10,N,A,100.0,100.0,1 - INSPECTION
908904,56744,2004-03-25,N,A,100.0,100.0,1 - INSPECTION
908906,56744,2004-07-28,N,A,100.0,100.0,1 - INSPECTION
908907,56744,2005-01-18,N,A,100.0,100.0,1 - INSPECTION
908913,56744,2006-07-11,N,A,100.0,100.0,1 - INSPECTION
908917,56744,2007-07-18,N,A,100.0,100.0,1 - INSPECTION
908979,56748,2005-10-25,Y,A,100.0,102.0,1 - INSPECTION
908981,56748,2006-05-24,Y,A,100.0,102.0,1 - INSPECTION
909016,56750,2003-02-11,N,A,100.0,100.0,P - PERMIT
909022,56750,2004-08-25,N,A,100.0,100.0,1 - INSPECTION
909024,56750,2005-02-17,N,A,100.0,100.0,1 - INSPECTION
909026,56750,2005-07-27,N,A,100.0,100.0,1 - INSPECTION
909028,56750,2006-01-26,N,A,100.0,100.0,1 - INSPECTION
909031,56750,2007-03-16,N,A,100.0,100.0,1 - INSPECTION
909052,56751,2006-07-12,N,A,100.0,100.0,1 - INSPECTION
909062,56752,2003-07-21,N,A,100.0,100.0,1 - INSPECTION
909069,56752,2005-03-18,N,A,100.0,100.0,1 - INSPECTION
909197,56759,2004-06-22,Y,A,100.0,102.0,1 - INSPECTION
909205,56759,2006-07-27,Y,A,100.0,102.0,1 - INSPECTION
909207,56759,2007-01-30,Y,A,100.0,102.0,1 - INSPECTION
909208,56759,2007-04-11,Y,A,100.0,102.0,1 - INSPECTION
909209,56759,2007-07-16,Y,A,100.0,102.0,1 - INSPECTION
909236,56761,2004-04-02,Y,A,100.0,102.0,1 - INSPECTION
909238,56761,2004-12-06,Y,A,100.0,102.0,1 - INSPECTION
909239,56761,2005-03-01,N,A,100.0,100.0,1 - INSPECTION
909240,56761,2005-06-23,Y,A,100.0,102.0,1 - INSPECTION
909248,56761,2007-06-07,N,A,100.0,100.0,1 - INSPECTION
909250,56761,2008-02-08,N,A,100.0,100.0,1 - INSPECTION
909254,56762,2003-11-14,Y,A,100.0,102.0,1 - INSPECTION
909255,56762,2004-03-01,Y,A,100.0,102.0,1 - INSPECTION
909256,56762,2004-06-15,Y,A,100.0,102.0,1 - INSPECTION
909259,56762,2005-02-25,Y,A,100.0,102.0,1 - INSPECTION
909266,56762,2006-11-16,N,A,100.0,100.0,1 - INSPECTION
909352,56773,2004-01-15,N,A,100.0,100.0,1 - INSPECTION
909353,56773,2004-05-20,N,A,100.0,100.0,1 - INSPECTION
909355,56773,2004-12-08,N,A,100.0,100.0,1 - INSPECTION
909360,56773,2006-03-22,N,A,100.0,100.0,1 - INSPECTION
909366,56773,2007-07-19,N,A,100.0,100.0,1 - INSPECTION
909368,56774,2003-05-07,N,A,100.0,100.0,1 - INSPECTION
909371,56774,2003-07-16,N,A,100.0,100.0,1 - INSPECTION
909376,56774,2004-10-17,N,A,100.0,100.0,1 - INSPECTION
909385,56774,2007-01-04,N,A,100.0,100.0,1 - INSPECTION
909388,56774,2008-01-16,N,A,100.0,100.0,1 - INSPECTION
1293276,57446,2010-07-26,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1293292,58349,2010-07-26,N,A,98.0,98.0,1 - INSPECTION
1293368,57713,2010-07-26,Y,A,95.0,97.0,1 - INSPECTION
1293477,58052,2010-07-27,N,A,99.0,99.0,1 - INSPECTION
1293545,56692,2010-07-26,N,,,,V - VISIT
1293552,56985,2010-07-20,Y,A,99.0,101.0,1 - INSPECTION
1293554,69207,2010-07-20,N,A,99.0,99.0,1 - INSPECTION
1293585,57809,2010-07-27,N,A,98.0,98.0,1 - INSPECTION
1293644,83018,2010-07-28,N,,,,P - PERMIT
1293670,70486,2010-07-28,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1293700,56804,2010-07-27,N,A,99.0,99.0,1 - INSPECTION
1293704,56291,2010-07-28,Y,A,95.0,97.0,1 - INSPECTION
1293828,68663,2010-07-28,Y,A,90.0,92.0,1 - INSPECTION
1294143,57097,2010-07-30,Y,A,96.0,98.0,1 - INSPECTION
1294213,61761,2010-08-02,Y,A,98.0,100.0,1 - INSPECTION
1294368,57565,2010-07-28,N,A,98.0,98.0,1 - INSPECTION
1294400,62040,2010-08-02,N,A,97.0,97.0,1 - INSPECTION
1294632,56173,2010-08-03,Y,A,95.0,97.0,1 - INSPECTION
1294716,63229,2010-08-05,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1294814,55853,2010-08-05,Y,A,96.0,98.0,1 - INSPECTION
1294960,56938,2010-08-05,N,A,98.0,98.0,1 - INSPECTION
1295137,56941,2010-08-09,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1295184,57635,2010-08-09,N,,,,CVV - CRITICAL VIOLATION VISIT
1295279,83192,2010-08-10,N,,,,P - PERMIT
1295348,55674,2010-08-09,N,A,99.0,99.0,1 - INSPECTION
1295424,55493,2010-08-10,Y,A,97.0,99.0,1 - INSPECTION
1295662,77048,2010-08-11,N,A,95.0,95.0,1 - INSPECTION
1295894,57147,2010-08-12,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1296016,57013,2010-08-13,N,A,97.0,97.0,1 - INSPECTION
1296131,57659,2010-08-12,N,A,99.0,99.0,1 - INSPECTION
1296225,58374,2010-08-16,N,,,,V - VISIT
1296397,57137,2010-08-17,N,A,93.0,93.0,1 - INSPECTION
1296497,57090,2010-08-17,Y,A,98.0,100.0,1 - INSPECTION
1296622,58125,2010-08-18,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
1296631,57682,2010-08-18,N,,,,CVF - CRITICAL VIOLATION FOLLOWUP
882265,55486,2005-11-08,Y,A,100.0,102.0,1 - INSPECTION
882272,55486,2007-07-16,Y,A,100.0,102.0,1 - INSPECTION
882273,55486,2008-01-31,Y,A,100.0,102.0,1 - INSPECTION
882448,55493,2000-04-19,N,A,100.0,100.0,1 - INSPECTION
882451,55493,2001-01-10,N,A,100.0,100.0,1 - INSPECTION
882456,55493,2002-04-18,N,A,100.0,100.0,1 - INSPECTION
882457,55493,2002-07-10,N,A,100.0,100.0,1 - INSPECTION
882459,55493,2003-02-21,N,A,100.0,100.0,1 - INSPECTION
882478,55493,2008-03-03,Y,A,100.0,102.0,1 - INSPECTION
882535,55494,2005-08-16,Y,A,100.0,102.0,1 - INSPECTION
882536,55494,2005-10-26,N,A,100.0,100.0,1 - INSPECTION
882539,55494,2006-12-04,Y,A,100.0,102.0,1 - INSPECTION
882543,55494,2007-10-18,Y,A,100.0,102.0,1 - INSPECTION
881590,55472,2000-08-23,Y,A,100.0,102.0,1 - INSPECTION
881595,55472,2001-10-31,Y,A,100.0,102.0,1 - INSPECTION
881605,55472,2004-10-28,Y,A,100.0,102.0,1 - INSPECTION
881608,55472,2005-10-03,Y,A,100.0,102.0,1 - INSPECTION
881650,55473,2001-02-15,Y,A,100.0,102.0,1 - INSPECTION
881661,55473,2004-06-10,Y,A,100.0,102.0,1 - INSPECTION
881662,55473,2004-07-12,Y,A,100.0,102.0,1 - INSPECTION
881663,55473,2004-10-05,Y,A,100.0,102.0,1 - INSPECTION
881666,55473,2005-08-02,Y,A,100.0,102.0,1 - INSPECTION
881669,55473,2006-07-05,N,A,100.0,100.0,1 - INSPECTION
881713,55474,2002-02-01,Y,A,100.0,102.0,1 - INSPECTION
881716,55474,2002-10-28,Y,A,100.0,102.0,1 - INSPECTION
881724,55474,2004-10-04,Y,A,100.0,102.0,1 - INSPECTION
881725,55474,2005-03-09,Y,A,100.0,102.0,1 - INSPECTION
881728,55474,2005-10-26,Y,A,100.0,102.0,1 - INSPECTION
881729,55474,2006-01-12,Y,A,100.0,102.0,1 - INSPECTION
881732,55474,2006-11-13,Y,A,100.0,102.0,1 - INSPECTION
881735,55474,2007-08-16,Y,A,100.0,102.0,1 - INSPECTION
881777,55475,2000-10-26,N,A,100.0,100.0,1 - INSPECTION
881793,55475,2005-02-23,N,A,100.0,100.0,1 - INSPECTION
881801,55475,2007-01-04,Y,A,100.0,102.0,1 - INSPECTION
882007,55481,2001-03-30,N,A,100.0,100.0,1 - INSPECTION
882010,55481,2002-03-13,N,A,100.0,100.0,1 - INSPECTION
882017,55481,2004-05-26,N,A,100.0,100.0,1 - INSPECTION
882020,55481,2005-05-04,N,A,100.0,100.0,1 - INSPECTION
910524,56858,2004-10-19,N,A,100.0,100.0,1 - INSPECTION
910527,56858,2005-08-29,N,A,100.0,100.0,1 - INSPECTION
910617,56864,2004-06-25,N,A,100.0,100.0,1 - INSPECTION
910620,56864,2005-01-31,N,A,100.0,100.0,1 - INSPECTION
910626,56864,2007-06-28,N,A,100.0,100.0,1 - INSPECTION
910630,56864,2008-02-29,Y,A,100.0,102.0,1 - INSPECTION
910675,56868,2006-11-30,N,A,100.0,100.0,1 - INSPECTION
910676,56868,2007-02-26,N,A,100.0,100.0,1 - INSPECTION
910677,56868,2007-06-12,N,A,100.0,100.0,1 - INSPECTION
910757,56876,2006-05-11,Y,A,100.0,102.0,1 - INSPECTION
910834,56881,2006-11-09,N,A,100.0,100.0,1 - INSPECTION
910836,56881,2007-05-08,N,A,100.0,100.0,1 - INSPECTION
910851,56884,2004-06-07,N,A,100.0,100.0,P - PERMIT
910855,56884,2004-12-23,N,A,100.0,100.0,1 - INSPECTION
910856,56884,2005-03-08,N,A,100.0,100.0,1 - INSPECTION
910861,56884,2006-05-26,Y,A,100.0,102.0,1 - INSPECTION
911025,56897,2006-02-22,N,A,100.0,100.0,1 - INSPECTION
911027,56897,2006-08-08,N,A,100.0,100.0,1 - INSPECTION
911031,56897,2007-07-30,Y,A,100.0,102.0,1 - INSPECTION
909485,56784,2004-06-03,N,A,100.0,100.0,1 - INSPECTION
909488,56784,2005-02-24,N,A,100.0,100.0,1 - INSPECTION
909489,56784,2005-05-05,N,A,100.0,100.0,1 - INSPECTION
909498,56784,2008-02-11,N,A,100.0,100.0,1 - INSPECTION
909499,56784,2008-02-22,N,A,100.0,100.0,2 - RE-INSPECTION
909502,56785,2003-07-16,N,A,100.0,100.0,1 - INSPECTION
909509,56785,2005-04-14,N,A,100.0,100.0,1 - INSPECTION
909511,56785,2005-11-16,N,A,100.0,100.0,1 - INSPECTION
909766,56804,2004-12-13,N,A,100.0,100.0,1 - INSPECTION
909778,56804,2007-07-10,Y,A,100.0,102.0,1 - INSPECTION
909779,56804,2008-01-03,Y,A,100.0,102.0,1 - INSPECTION
909803,56806,2007-02-14,N,A,100.0,100.0,1 - INSPECTION
909807,56807,2003-10-02,Y,A,100.0,102.0,1 - INSPECTION
909819,56807,2005-12-02,Y,A,100.0,102.0,1 - INSPECTION
909827,56807,2006-11-09,N,A,100.0,100.0,S - STATUS CHANGE
909847,56809,2003-09-04,N,A,100.0,100.0,P - PERMIT
909849,56809,2004-01-07,Y,A,100.0,102.0,1 - INSPECTION
909850,56809,2004-06-28,Y,A,100.0,102.0,1 - INSPECTION
909855,56809,2005-07-20,Y,A,100.0,102.0,1 - INSPECTION
909856,56809,2005-11-02,Y,A,100.0,102.0,1 - INSPECTION
909861,56809,2007-08-31,Y,A,100.0,102.0,1 - INSPECTION
909862,56809,2008-02-01,Y,A,100.0,102.0,1 - INSPECTION
909863,56810,2003-09-11,N,A,100.0,100.0,P - PERMIT
909874,56810,2006-04-27,N,A,100.0,100.0,1 - INSPECTION
909875,56810,2006-07-14,N,A,100.0,100.0,1 - INSPECTION
1297071,56864,2010-08-20,Y,A,93.0,95.0,1 - INSPECTION
1264801,56587,2010-05-25,Y,A,94.0,96.0,1 - INSPECTION
1265031,55564,2010-05-25,Y,A,99.0,101.0,1 - INSPECTION
1265372,57117,2010-05-27,Y,A,95.0,97.0,1 - INSPECTION
1265604,57809,2010-05-28,N,A,99.0,99.0,1 - INSPECTION
1265605,58112,2010-05-28,N,A,99.0,99.0,1 - INSPECTION
1265662,57162,2010-05-28,Y,A,99.0,101.0,1 - INSPECTION
1265666,57128,2010-05-28,N,,,,V - VISIT
1265838,57153,2010-05-27,Y,A,97.0,99.0,1 - INSPECTION
1265905,55827,2010-05-28,N,,,,V - VISIT
1266024,56858,2010-06-01,N,A,93.0,93.0,1 - INSPECTION
1266027,57130,2010-06-01,N,A,97.0,97.0,1 - INSPECTION
1266035,58085,2010-06-01,N,A,96.0,96.0,1 - INSPECTION
1266048,58299,2010-06-01,N,A,98.0,98.0,1 - INSPECTION
1266173,56963,2010-06-01,Y,A,95.0,97.0,1 - INSPECTION
1266175,57985,2010-06-01,N,,,,V - VISIT
1266504,57229,2010-06-03,N,A,95.0,95.0,1 - INSPECTION
1266564,77024,2010-06-03,N,,,,V - VISIT
1266611,56904,2010-06-03,N,A,98.0,98.0,1 - INSPECTION
1266628,80697,2010-05-26,N,,,,P - PERMIT
1266767,76848,2010-06-02,Y,A,94.0,96.0,1 - INSPECTION
1267604,57098,2010-06-08,N,,,,V - VISIT
1267706,57799,2010-06-08,N,,,,V - VISIT
1268071,70102,2010-06-09,N,A,91.0,91.0,1 - INSPECTION
1268208,56678,2010-06-07,Y,A,96.0,98.0,1 - INSPECTION
1268585,70102,2010-06-10,N,,,,V - VISIT
1268609,55481,2010-06-08,N,A,94.0,94.0,1 - INSPECTION
1268618,55528,2010-06-09,Y,A,96.0,98.0,1 - INSPECTION
1268737,76847,2010-06-14,N,A,97.0,97.0,1 - INSPECTION
1268742,60912,2010-06-11,N,A,99.0,99.0,1 - INSPECTION
881210,55461,2000-10-24,N,A,100.0,100.0,1 - INSPECTION
882247,55486,2001-03-13,Y,A,100.0,102.0,1 - INSPECTION
